Transaction Name,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industry,Diversity Spotlight (US Only),Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Rounds)
Series B - Lumafield,Lumafield,Series B,"$35,000,000.0",2022-09-12,Early Stage Venture,,Yes,Lumafield is an accessible X-ray CT platform that gives engineers better insights into product development and manufacturing.,"Hardware, Manufacturing, Medical Device, Software",,www.lumafield.com,"Cambridge, Massachusetts, United States, North America",,"$67,500,000.0",Early Stage Venture,4,Spark Capital,"DataCollective, Future Shape, Kleiner Perkins, Lux Capital, Spark Capital",5,,209
Series C - Muse,Muse,Series C,"$9,500,000.0",2022-08-11,Late Stage Venture,,Yes,Muse has developed brainwave-controlled computing technology and applications that converts brainwaves into digital signals.,"Consumer Electronics, Database, Hardware, Product Design, Software",,choosemuse.com/,"Toronto, Ontario, Canada, North America",,"$39,949,919.0",Late Stage Venture,7,"Alabaster, BDC Capital Corporation, Export Development Canada","Alabaster, Ariel Garten, BDC Capital Corporation, Export Development Canada, Intretech, Iter Investments, Phyto Partners, The Clavis Foundation",8,,210
Series E - Guesty,Guesty,Series E,"$170,000,000.0",2022-08-16,Late Stage Venture,,Yes,Guesty is a property management platform that provides end-to-end property management software for short-term rentals.,"Information Technology, Property Management, Rental, Rental Property, Software",,www.guesty.com,"Tel Aviv, Tel Aviv, Israel, Asia",,"$284,491,273.0",Late Stage Venture,12,"Apax Digital, MSD Partners, Sixth Street","Apax Digital, Flashpoint, Ischyros New York, MSD Partners, Sixth Street, Viola Growth",6,,211
Series B - Mavenoid,Mavenoid,Series B,"$30,000,000.0",2022-08-31,Early Stage Venture,,Yes,Mavenoid develops an AI-driven product support and troubleshooting platform for hardware companies.,"Artificial Intelligence, Customer Service, Hardware, Industrial Automation, Technical Support",,www.mavenoid.com/,"Stockholm, Stockholms Lan, Sweden, Europe",,"$39,900,000.0",Early Stage Venture,3,Smedvig Capital,"ABB Technology Ventures, Creandum, Mosaic Ventures, NordicNinja VC, Point Nine, Silicon Valley Bank UK, Smedvig Capital",7,,212
Venture Round - StayVista,StayVista,Venture - Series Unknown,"$5,008,324.800000001",2022-09-07,,"$22,537,461.6",Yes,"StayVista is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""","Hospitality, Hotel, Property Management, Vacation Rental",,www.stayvista.com,"Mumbai, Maharashtra, India, Asia",,"$7,118,360.0",,4,DSG Consumer Partners,"CA Holdings, Capri Global Capital, DSG Consumer Partners",3,,213
Venture Round - Zelluna Immunotherapy,Zelluna Immunotherapy,Venture - Series Unknown,,2022-08-25,,,Yes,Zelluna Immunotherapy is a privately owned Norwegian biopharmaceutical company.,"Biotechnology, Health Care, Medical, Pharmaceutical",,www.zelluna.com,"Oslo, Oslo, Norway, Europe",$1M to $10M,"$8,466,034.0",,3,Takeda Ventures,Takeda Ventures,1,,214
Series D - Insilico Medicine,Insilico Medicine,Series D,"$35,000,000.0",2022-08-10,Late Stage Venture,,Yes,Insilico Medicine develops an AI platform for drug development to treat cancer and age-related diseases.,"Artificial Intelligence, Biotechnology, Health Care, Pharmaceutical",,www.insilico.com,"Hong Kong, Hong Kong Island, Hong Kong, Asia",$1M to $10M,"$401,300,000.0",Late Stage Venture,10,Prosperity7 Ventures,"B Capital Group, BHR Partners, Bold Capital Partners, Deerfield, Pavilion Capital, Prosperity7 Ventures, Qiming Venture Partners, Warburg Pincus, Wilson Sonsini Goodrich &amp; Rosati",9,,215
Series C - ZineOne,ZineOne,Series C,"$28,000,000.0",2022-09-06,Late Stage Venture,,Yes,"ZineOne enables ai driven real-time personalization to help companies engage every customer, on any channel, with in-the-moment experiences.","Artificial Intelligence, Machine Learning, Marketing, Real Time","Women Founded, Women Led",www.zineone.com,"Milpitas, California, United States, North America",$1M to $10M,"$43,000,000.0",Late Stage Venture,5,SignalFire,"Norwest Venture Partners, SignalFire",2,,216
Series A - Neutral,Neutral,Series A,"$12,000,000.0",2022-08-31,Early Stage Venture,,Yes,Neutral is a carbon-neutral food company that builds a sustainable carbon-neutral food ecosystem starting with milk and a half and half.,"Food and Beverage, Nutrition, Sustainability, Wellness",,www.eatneutral.com/,"Portland, Oregon, United States, North America",,"$16,000,000.0",Early Stage Venture,3,Breakthrough Energy Ventures,"Ahmir Khalib Thompson, Breakthrough Energy Ventures, Craig Shapiro, Global Brain Corporation, John Legend, Kevin Love, Kirin Holdings, LeBron James, Mark Cuban, The Norinchukin Bank, Tobias Harris",11,,217
Series A - Flossy,Flossy,Series A,"$14,700,000.0",2022-08-18,Early Stage Venture,,Yes,Flossy is a dental platform that offers patients access to high-quality dental care at an affordable price.,"Dental, Health Care, Mobile Apps",,www.flossy.com,"Los Angeles, California, United States, North America",,"$17,800,000.0",Early Stage Venture,2,TTV Capital,"8VC, Ambridge Capital, Clocktower Technology Ventures, Eddy Lu, George Kaiser Family Foundation, Green Meadow Ventures, Jason Nazar, Jerry Jao, Neil Malik, Slow Ventures, TRAC, TTV Capital",12,,218
Series A - Zilla Security,Zilla Security,Series A,"$13,500,000.0",2022-08-31,Early Stage Venture,,Yes,Zilla Security is an early-stage security startup that provides software-as-a-service security management platform.,"Information Technology, SaaS, Security, Software",,zillasecurity.com/,"Boston, Massachusetts, United States, North America",,"$18,625,000.0",Early Stage Venture,4,"FirstMark, Tola Capital","FirstMark, Tola Capital",2,,219
Series B - Pattern Ag,Pattern Ag,Series B,"$35,000,000.0",2022-08-25,Early Stage Venture,,Yes,Pattern Ag provides soil microbiome analysis and recommendations for input optimization on farms.,"AgTech, Biotechnology, Farming",,www.pattern.ag/,"Emeryville, California, United States, North America",,"$50,000,000.0",Early Stage Venture,3,Continental Grain Company,"Bidra Innovations, Continental Grain Company, Founders Fund, iSELECT FUND, LAUNCH, Ospraie Ag Sciences, The Production Board (TPB), Valor Capital Group",8,,220
Pre Seed Round - Anchor,Anchor,Pre-Seed,"$1,000,000.0",2022-08-29,Seed,,Yes,"Anchor is a banking-as-a-service platform for African businesses to build, embed, and launch financial products.",Financial Services,,getanchor.co,"Lagos, Lagos, Nigeria, Africa",,"$1,000,000.0",Seed,1,Byld,"Byld, Emmanuel Okeleji, Luno Expeditions, Mountain Peak Capital, Niche Capital, Y Combinator",6,,221
Pre Seed Round - SkorLife,SkorLife,Pre-Seed,"$2,200,000.0",2022-09-04,Seed,,Yes,SkorLife Platforms provides credit history or credit score.,"Financial Services, FinTech",,skorlife.com/en,"Jakarta, Jakarta Raya, Indonesia, Asia",,"$2,200,000.0",Seed,1,AC Ventures,"AC Ventures, Achmad Zaky, Arip Tirta, Harshet Lunani, Jefferson Chen, Krishnan Menon, Saison Capital, Willy Arifin",8,,222
Series C - Moximed,Moximed,Series C,"$40,000,000.0",2022-08-16,Late Stage Venture,,Yes,Moximed&nbsp;improves the standard of care for patients with osteoarthritis and investigates therapies to treat affected joints.,"Biotechnology, Health Care, Medical Device",,moximed.com,"Hayward, California, United States, North America",$1M to $10M,"$183,224,838.0",Late Stage Venture,7,Advent Life Sciences,"Advent Life Sciences, Future Fund, GBS Ventures, Gilde Healthcare, Ischyros New York, Morgenthaler Ventures, New Enterprise Associates, Vertex Ventures",8,,223
Venture Round - Bridger Photonics,Bridger Photonics,Venture - Series Unknown,"$55,000,000.0",2022-09-01,,,Yes,"Bridger Photonics is a LiDAR solutions provider, enabling new capabilities and improving efficiency for industrial sensor applications.","3D Technology, Energy, Industrial Engineering, Mapping Services, Oil and Gas",,bridgerphotonics.com,"Bozeman, Montana, United States, North America",$1M to $10M,"$55,000,000.0",,2,Beaverhead Partners,"Beaverhead Partners, Carica Sustainable Investments, Madison Valley Partners, NEXT Frontier Capital",4,,224
Series A - Coolmate,Coolmate,Series A,"$2,300,000.0",2022-09-05,Early Stage Venture,,Yes,Coolmate is an online marketplace that provides menswear directly to its clients through online e-commerce channels.,"E-Commerce, Fashion, Marketplace, Retail Technology, Shopping",,www.coolmate.me/,"Singapore, Central Region, Singapore, Asia",,"$6,550,000.0",Early Stage Venture,6,,"Do Ventures, GSR Ventures",2,,225
Series C - Mesh Payments,Mesh Payments,Series C,"$60,000,000.0",2022-09-07,Late Stage Venture,,Yes,Mesh provides a centralized and automated spend platform that helps finance teams with visibility and control.,"B2B, Financial Services, FinTech, Mobile Payments, Payments, SaaS",,www.meshpayments.com,"New York, New York, United States, North America",,"$123,000,000.0",Late Stage Venture,3,Alpha Wave Global,"Alpha Wave Global, Entrée Capital, Meron Capital, Tiger Global Management, TLV Partners",5,,226
Pre Seed Round - Cultivated Biosciences,Cultivated Biosciences,Pre-Seed,"$1,500,000.0",2022-09-05,Seed,,Yes,Cultivated Biosciences is a Food Production Company.,Food Processing,,www.cultivated.bio/,"Wädenswil, Zurich, Switzerland, Europe",,"$1,500,000.0",Seed,1,Wingman Ventures,"Arturo Elizondo, Big Idea Ventures, Blue Horizon Corporation, FoodHack, Lukas Böni, ProVeg International, Wingman Ventures",7,,227
Series C - Truework,Truework,Series C,"$50,000,000.0",2022-08-09,Late Stage Venture,,Yes,"Truework is a one-stop platform that helps banks, lenders, and others verify income and employment.","Developer APIs, Financial Services, FinTech, Identity Management, Lending",,www.truework.com,"San Francisco, California, United States, North America",$1M to $10M,"$94,900,000.0",Late Stage Venture,5,G Squared,"Activant Capital, Four Rivers Group, G Squared, Human Capital, Indeed, Khosla Ventures, Sequoia Capital",7,,228
Series B - ArabyAds,ArabyAds,Series B,"$30,000,000.0",2022-08-23,Early Stage Venture,,Yes,"ArabyAds is an ad-tech company that offers a full range of services including online marketing, creative function, advertising and more.","Advertising, Marketing, Mobile Advertising",,arabyads.com/,"Cairo, Al Qahirah, Egypt, Africa",$1M to $10M,"$36,500,000.0",Early Stage Venture,2,AfricInvest,AfricInvest,1,,229
Series B - AIRS Medical,AIRS Medical,Series B,"$18,117,274.34",2022-07-27,Early Stage Venture,,Yes,AIRS Medical is an MRI reconstruction software service provider.,"Health Care, Medical, Medical Device, Software",,airsmed.com,"Doksansadong, Seoul-t'ukpyolsi, South Korea, Asia",,"$23,855,664.0",Early Stage Venture,4,"Hanwha Life, Q Capital Partners","Hanwha Life, Klim Ventures, Q Capital Partners",3,,230
Venture Round - Lightnet,Lightnet,Venture - Series Unknown,"$50,000,000.0",2022-08-29,,,Yes,Lightnet uses blockchain technology to provide cross-border payment capabilities for its partners.,"Blockchain, Cryptocurrency, Financial Services, FinTech",,lightnet.io/,"Bangkok, Krung Thep, Thailand, Asia",$1M to $10M,"$130,200,000.0",,4,LDA Capital,LDA Capital,1,,231
Seed Round - Roleshare,Roleshare,Seed,"$1,200,000.0",2022-08-17,Seed,,Yes,Roleshare’s Enterprise Platform retains and attracts talent seeking flex through shared jobs.,"Employee Benefits, Enterprise Software, Human Resources, Internet, Peer to Peer, Recruiting, Software",,www.roleshare.com,"London, England, United Kingdom, Europe",,"$1,750,000.0",Seed,4,Plug and Play,"Aarish Shah, Abby Wong, Adam Howe, Alex Macdonald, Andrew Jackson, Athena Karp, Ayesha Ofori, Brian Lo, Catherine Lenson, Christopher Jones, Christopher Judd, Daniel Afan-Williams, Dave Pell, David Blake, David Buxton, Elissa Grey, Forward Venture Capital, Frank Floessel, Harmeet Rehal, Henry de Zoete, Invested, Jean-Michel Gauthier, Jonathan Lenson, Kevin Withane, Laurent Christen, Matthew Bell, Matthew Roberts, Neha Tanna, Nicholas McDonald, Phillip Chambers, Plug and Play, Rethink Capital Partners, Richard Fearn, Roger Wade, Sam Marks, Samantha Johnson, Scott Dann, Scott Mackin, Techstars, Tessy Antony de Nassau, Vuyiswa M’Cwabeni",41,,232
Series C - Upfront Healthcare Services,Upfront Healthcare Services,Series C,"$10,500,000.0",2022-09-06,Late Stage Venture,,Yes,"Upfront Healthcare is a developer of patient navigation platform designed to combine analytics, dynamic content, and automated outreach.","Analytics, Health Care, Hospital",Women Founded,upfronthealthcare.com/,"Chicago, Illinois, United States, North America",$1M to $10M,"$30,457,529.0",Late Stage Venture,4,"Baird Capital, Echo Health Ventures, First Trust Capital Partners","Baird Capital, Echo Health Ventures, First Trust Capital Partners, Hyde Park Venture Partners, LRVHealth, Nashville Capital Network",6,,233
Series C - Anyscale,Anyscale,Series C,"$99,000,000.0",2022-08-23,Late Stage Venture,,Yes,"Anyscale accelerates the development and productionization of any AI app, on any cloud, at any scale.","Artificial Intelligence, Developer Platform, Information Technology, Internet, Machine Learning, Open Source, Software",,anyscale.com,"San Francisco, California, United States, North America",$1M to $10M,"$259,000,000.0",Late Stage Venture,4,"Addition, Intel Capital","Addition, Foundation Capital, Intel Capital, Sancus Ventures",4,,234
Series B - Solid,Solid,Series B,"$63,000,000.0",2022-08-31,Early Stage Venture,,Yes,Solid is a one-stop shop that offers a fully integrated and compliant suite of fintech services.,"Banking, FinTech, SaaS, Virtual Currency",,solidfi.com,"San Mateo, California, United States, North America",$10M to $50M,"$80,820,000.0",Early Stage Venture,5,FTV Capital,"FTV Capital, Headline",2,,235
Series B - Localyze,Localyze,Series B,"$35,000,000.0",2022-09-07,Early Stage Venture,,Yes,"Localyze is a software to manage your international team: Relocate international hires, temporarily transfer employees.","Information Technology, Internet, SaaS, Software",,www.localyzeapp.com,"Hamburg, Hamburg, Germany, Europe",,"$48,388,052.0",Early Stage Venture,5,General Catalyst,"Frontline Ventures, General Catalyst, Job van der Voort, Visionaries Club, Web Summit",5,,236
Pre Seed Round - Liquide,Liquide,Pre-Seed,"$2,200,000.0",2022-08-24,Seed,,Yes,Liquide is an on-demand investment advisory platform for stock investors.,"Stock Exchanges, Trading Platform",,liquide.life/,"Bengaluru, Karnataka, India, Asia",,"$2,200,000.0",Seed,1,M Venture Partners (MVP),"Amitabh Mall, Asish Mohapatra, Chaitanya Peddi, Jayant Paleti, Kunal Shah, Kunal Suri, M Venture Partners (MVP), Pradeep Parameswaran, Rahul Chaudhary, Rajeev Kumar, Rohit Chennamaneni, Ruchi Kalra, Sakshi Sinha, Sandeep Singh, Shantanu Deshpande, Shashvat Nakrani, Siddharth Jayanty, Sidharth Gupta, Suhail Sameer",19,,237
Debt Financing - Be Group,Be Group,Debt Financing,"$60,000,000.0",2022-09-05,,,No,Be Group is a transportation company that offers logistics delivery and transportation.,"Delivery Service, Logistics, Transportation",,www.be.xyz/,"Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",,"$60,000,000.0",,1,Deutsche Bank,Deutsche Bank,1,,238
Series A - Explo,Explo,Series A,"$12,000,000.0",2022-08-16,Early Stage Venture,,Yes,Explo operates a data exploration and analysis platform to connect directly to database or warehouse sources.,"Analytics, Big Data, Data Visualization, Database, SaaS",,explo.co/,"San Francisco, California, United States, North America",,"$14,450,000.0",Early Stage Venture,3,Craft Ventures,"Amplo, Craft Ventures, Felicis Ventures, Gokul Rajaram",4,,239
Series A - Netspeak Games,Netspeak Games,Series A,"$12,000,000.0",2022-07-01,Early Stage Venture,,Yes,Netspeak Games operates as a zero-crunch studio that develops online multiplayer games.,"Apps, Gaming, iOS, Messaging, Online Games, Video Games",,www.netspeakgames.com,"London, England, United Kingdom, Europe",Less than $1M,"$15,986,463.0",Early Stage Venture,3,"Lakestar, Project A Ventures","Catherine Chew, Hilmar Veigar Petursson, Lakestar, Makers Fund, Phil Mansell, Project A Ventures",6,,240
