Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Real Estate Companies With Fewer Than 1000 Employees (Top 10K),"9,800",979,97,93,"The top 10,000 companies and startups in the real estate space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:30:00,"Active, Industry, Company, Employee Range",,,Real Estate,Real Estate,,,,,,,,,,"10,653","3,167",1999-03-24,65,"9,379",1%,5%,504,2006-10-07,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Debt Financing","7,839",1,"$164,938,304,049.0","$1,501,033.0","$89,312,957,148.0",1999-03-24,"$20,538,374,219.0","$131,000,000.0","$81,951,223,885.0","$510,701,559.0",8%,873,"1,668","$229,352,908,615.0","$300,000,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Family Investment Office,&nbsp;Corporate Venture Capital,&nbsp;Micro VC","3,095","3,839",2,"1,144",2,646,2,315,"$227,057,635,189.0","8,962",0,0,"243,392.94",1.12,1.12,1.78
Western US Companies With Fewer Than 1000 Employees (Top 10K),"9,921",990,"3,508",94,"The top 10,000 companies and startups in Western US with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:11:00,"Active, Company, Employee Range, Location",,,,,"Western US, United States, North America",Regional Area,,,,,,,,"79,747","19,983",2013-09-05,38,"9,325",0%,7%,764,2015-08-05,0%,"Seed,&nbsp;Series A,&nbsp;Venture - Series Unknown,&nbsp;Series B,&nbsp;Series C","38,343",3,"$756,402,052,105.0","$19,564,604.0","$640,855,386,274.0",2013-09-05,"$93,775,955,074.0","$118,000,000.0","$555,736,418,122.0","$653,971,666.0",13%,"1,428","3,461","$305,979,345,930.0","$300,000,000.0","Venture Capital,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital","39,659","59,474",4,"14,524",6,"10,193",5,987,"$390,061,685,460.0","21,265",2,10,"20,624.28",0.94,0.94,1.49
Western US Companies With More Than 10 Employees (Top 10K),"9,990",994,"3,372",95,"The top 10,000 companies and startups in Western US with more than 10 employees, by Crunchbase rank.",2022-09-15 12:40:00,"Active, Company, Employee Range, Location",,,,,"Western US, United States, North America",Regional Area,,,,,,,,"78,923","20,550",2011-08-02,46,"9,528",0%,9%,"1,075",2013-07-03,1%,"Venture - Series Unknown,&nbsp;Series A,&nbsp;Seed,&nbsp;Series B,&nbsp;Series C","39,994",3,"$1,382,468,133,531.0","$23,423,361.0","$905,192,726,970.0",2011-08-02,"$224,148,053,671.0","$142,766,666.0","$1,634,893,239,356.0","$1,006,186,666.0",16%,"1,755","8,418","$783,379,244,728.0","$370,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC","44,720","66,805",3,"17,997",4,"12,330",4,"1,017","$513,035,048,511.0","21,348",635,"1,142","23,772.27",0.87,0.87,1.33
Venture Capital Investors with Investments in Greater New York Area,"4,494","1,196",190,95,Venture capital investors that made investments in companies headquartered in Greater New York Area.,2022-09-15 12:10:00,"Active, Investments in Location, Investor Type",,,,,"Greater New York Area, United States, North America",Regional Area,,,,,,,,849,182,2008-04-19,10,609,0%,1%,75,2003-07-06,,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",549,1,"$12,058,831,389.0",,"$6,688,275,508.0",2008-04-19,"$22,467,390,791.0","$115,000,000.0","$145,995,591,218.0","$525,000,000.0",1%,40,"1,716","$30,920,826,557.0","$725,000,000.0","Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","186,162","267,351",21,"72,711",6,"44,880",5,"6,604","$1,601,257,735,235.0","6,056",8,15,"256,349",0.84,0.84,0.85
Health Care Companies With Less Than $1B in Revenue (Top 10K),"9,997",981,407,96,"The top 10,000 companies and startups in the health care space with less than $1b in revenue, by Crunchbase rank.",2022-09-15 12:37:00,"Active, Industry, Company, Revenue Range",,,Health Care,Health Care,,,,,,,,,$500M to $1B,"37,255","12,494",2007-07-16,115,"9,595",1%,12%,"1,482",2013-05-26,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Grant,&nbsp;Post-IPO Equity","31,579",3,"$517,943,573,579.0","$7,020,529.0","$423,907,847,017.0",2007-07-16,"$103,105,002,343.0","$84,700,000.0","$469,154,891,228.0","$426,078,442.0",15%,"1,656","4,438","$534,747,671,813.0","$308,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","10,449","16,070",3,"5,334",2,"4,131",2,452,"$279,127,020,128.0","16,463",4,5,"73,385.89",0.6,0.6,0.85
Health Care Companies With Less Than $500M in Revenue (Top 10K),"9,857",966,404,97,"The top 10,000 companies and startups in the health care space with less than $500m in revenue, by Crunchbase rank.",2022-09-15 08:51:00,"Active, Industry, Company, Revenue Range",,,Health Care,Health Care,,,,,,,,,$100M to $500M,"36,983","12,388",2007-12-16,108,"9,466",1%,12%,"1,413",2013-10-27,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Grant,&nbsp;Post-IPO Equity","31,331",3,"$485,589,840,423.0","$6,949,029.0","$408,487,975,601.0",2007-12-16,"$90,107,720,343.0","$82,500,000.0","$419,031,017,028.0","$417,000,000.0",15%,"1,582","3,792","$444,677,196,845.0","$276,875,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","10,168","15,665",3,"5,222",3,"4,030",2,450,"$278,814,312,999.0","16,311",4,5,"73,344.97",0.6,0.6,0.84
Private Equity Firms with Investments in New England,"1,054",675,21,98,Private equity firms that made investments in companies headquartered in New England.,2022-09-15 10:24:00,"Active, Investments in Location, Investor Type",,,,,"New England, United States, North America",Regional Area,,,,,,,,153,76,1999-04-27,1,159,0%,4%,51,2004-01-30,0%,"Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Undisclosed,&nbsp;Post-IPO Debt",146,1,"$21,344,732,905.0","$200,000.0","$13,309,517,114.0",1999-04-27,"$15,871,062,235.0","$379,293,647.0","$31,678,338,295.0","$1,706,000,000.0",2%,24,"6,136","$13,901,865,315.0","$1,802,500,000.0","Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","35,051","45,543",14,"18,069",7,"13,004",5,"2,236","$2,966,773,844,213.0","1,296",,2,"250,220.71",0.74,0.74,0.86
Midwestern US Companies With Less Than $50M in Revenue (Top 10K),"9,882",919,441,98,"The top 10,000 companies and startups in Midwestern US with less than $50m in revenue, by Crunchbase rank.",2022-09-15 09:22:00,"Active, Company, Location, Revenue Range",,,,,"Midwestern US, United States, North America",Regional Area,,,,,,,$10M to $50M,"10,741","3,846",1995-11-24,145,"9,269",1%,1%,150,2010-03-09,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Debt Financing,&nbsp;Private Equity","10,777",2,"$67,805,589,017.0","$1,733,405.0","$53,087,359,563.0",1995-11-24,"$4,910,578,071.0","$51,932,553.0","$15,098,715,886.0","$208,400,000.0",11%,"1,232","2,113","$91,687,139,689.0","$148,100,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Incubator","7,577","10,723",8,"3,273",6,"1,869",4,502,"$97,896,089,429.0","9,610",10,20,"196,962.51",1.01,1.01,1.68
Medical Companies With More Than $1M in Revenue (Top 10K),"9,994",998,94,99,"The top 10,000 companies and startups in the medical space with more than $1m in revenue, by Crunchbase rank.",2022-09-15 12:52:00,"Active, Industry, Company, Revenue Range",,,Medical,Health Care,,,,,,,,,$1M to $10M,"14,011","4,957",1993-09-21,714,"9,084",7%,6%,792,2011-09-01,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Post-IPO Equity,&nbsp;Series A","12,581",2,"$290,780,349,546.0","$7,818,891.0","$223,150,618,238.0",1993-09-21,"$47,986,464,906.0","$92,000,000.0","$230,474,512,479.0","$500,000,000.0",8%,893,"2,872","$572,722,814,299.0","$317,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Incubator","3,419","4,681",2,"1,690",2,977,2,75,"$11,706,685,052.0","7,224",488,"1,087","320,125.11",1.13,1.13,1.92
Western US Companies With Less Than $1B in Revenue (Top 10K),"9,941",973,"3,275",100,"The top 10,000 companies and startups in Western US with less than $1b in revenue, by Crunchbase rank.",2022-09-15 10:04:00,"Active, Company, Location, Revenue Range",,,,,"Western US, United States, North America",Regional Area,,,,,,,$500M to $1B,"70,438","18,298",2011-01-09,61,"9,509",1%,9%,996,2014-05-26,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Series C","39,359",3,"$829,161,206,586.0","$16,459,345.0","$673,847,830,459.0",2011-01-09,"$143,391,216,589.0","$127,714,285.0","$956,740,521,952.0","$805,530,337.0",20%,"2,119","5,495","$502,049,833,330.0","$270,750,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","51,671","76,510",5,"19,117",6,"13,560",6,"1,322","$549,335,871,096.0","20,803",7,20,"32,822.84",0.81,0.81,1.14
Venture Capital Investors with Investments in United Kingdom,"3,324","1,002",145,100,Venture capital investors that made investments in companies headquartered in United Kingdom.,2022-09-15 10:18:00,"Active, Investments in Location, Investor Type",,,,,"United Kingdom, Europe",Country,,,,,,,,670,155,2007-09-24,9,514,0%,2%,84,2005-06-20,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",469,1,"$30,705,200,859.0","$5,525.0","$10,898,932,940.0",2007-09-24,"$25,260,721,130.0","$130,706,776.0","$62,111,730,560.0","$403,317,700.0",1%,48,"1,941","$20,859,570,173.0","$509,512,277.0","Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","152,576","219,879",21,"63,143",7,"35,644",5,"5,137","$1,412,094,263,075.0","4,476",9,16,"248,530.04",0.85,0.85,0.92
United States Real Estate Companies (Top 10K),"9,832",988,51,101,"The top 10,000 companies and startups in United States in the real estate space, by Crunchbase rank.",2022-09-15 11:18:00,"Active, Industry, Company, Location",,,Real Estate,Real Estate,"United States, North America",Country,,,,,,,,"5,598","1,486",1991-08-16,69,"9,399",1%,3%,337,2003-07-26,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Series A,&nbsp;Pre-Seed","4,006",1,"$137,432,079,239.0","$1,999,558.0","$63,855,271,940.0",1991-08-16,"$23,533,506,797.0","$158,865,000.0","$94,532,270,449.0","$1,050,000,000.0",7%,778,"2,280","$284,521,834,967.0","$605,000,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Family Investment Office,&nbsp;Micro VC,&nbsp;Corporate Venture Capital","2,617","3,235",2,"1,031",1,729,2,282,"$377,725,279,611.0","5,797",0,1,"339,968.59",1.43,1.43,2.28
Western US Companies With Less Than $500M in Revenue (Top 10K),"9,983",927,"3,214",102,"The top 10,000 companies and startups in Western US with less than $500m in revenue, by Crunchbase rank.",2022-09-15 12:58:00,"Active, Company, Location, Revenue Range",,,,,"Western US, United States, North America",Regional Area,,,,,,,$100M to $500M,"69,974","18,152",2011-03-05,61,"9,545",1%,8%,930,2014-10-15,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Series C","39,233",3,"$765,628,963,409.0","$15,844,585.0","$629,272,334,545.0",2011-03-05,"$122,237,200,060.0","$121,107,142.0","$758,515,028,990.0","$729,000,000.0",19%,"2,107","4,742","$465,013,014,423.0","$253,055,555.0","Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","51,668","76,656",5,"19,129",7,"13,560",7,"1,310","$561,660,929,177.0","20,830",6,19,"33,699.96",0.8,0.8,1.13
United States Medical Companies (Top 10K),"9,939","1,001",64,103,"The top 10,000 companies and startups in United States in the medical space, by Crunchbase rank.",2022-09-15 10:13:00,"Active, Industry, Company, Location",,,Medical,Health Care,"United States, North America",Country,,,,,,,,"15,748","5,422",1998-11-13,540,"8,745",5%,5%,638,2010-06-28,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Debt Financing","14,910",2,"$256,588,730,337.0","$3,986,390.0","$195,688,681,753.0",1998-11-13,"$38,217,012,779.0","$84,000,000.0","$182,771,091,938.0","$431,360,872.0",13%,"1,461","2,624","$798,157,898,925.0","$272,250,000.0","Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Micro VC,&nbsp;Private Equity Firm","3,059","4,108",2,"1,329",1,749,1,69,"$6,037,604,446.0","9,263","1,886","3,922","220,361.99",0.99,0.99,1.64
Health Care Companies With Less Than $50M in Revenue (Top 10K),"9,964",995,357,104,"The top 10,000 companies and startups in the health care space with less than $50m in revenue, by Crunchbase rank.",2022-09-15 12:08:00,"Active, Industry, Company, Revenue Range",,,Health Care,Health Care,,,,,,,,,$10M to $50M,"34,408","11,548",2008-06-06,105,"9,553",1%,9%,"1,142",2014-06-01,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Grant,&nbsp;Series B","29,616",3,"$351,253,456,343.0","$5,572,328.0","$309,294,636,508.0",2008-06-06,"$54,069,760,015.0","$76,860,833.0","$216,821,462,861.0","$379,000,000.0",13%,"1,382","2,465","$270,428,706,423.0","$200,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","9,798","15,265",4,"4,888",5,"3,887",4,444,"$197,975,096,288.0","16,228",3,3,"84,033.88",0.6,0.6,0.84
Industrial Companies With Fewer Than 1000 Employees (Top 10K),"9,869",976,27,105,"The top 10,000 companies and startups in the industrial space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 09:12:00,"Active, Industry, Company, Employee Range",,,Industrial,Manufacturing,,,,,,,,,,"4,302","1,574",1981-03-24,25,"9,535",0%,5%,520,2007-01-13,0%,"Venture - Series Unknown,&nbsp;Grant,&nbsp;Seed,&nbsp;Series A,&nbsp;Private Equity","3,884",1,"$43,154,625,720.0","$1,431,186.0","$32,485,431,465.0",1981-03-24,"$6,862,801,397.0","$94,997,944.0","$17,706,399,747.0","$391,776,000.0",6%,691,894,"$161,898,249,302.0","$171,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Investment Bank,&nbsp;Micro VC",664,864,2,264,1,141,2,46,"$6,836,442,410.0","3,157",0,1,"469,909.37",1.56,1.56,2.51
East Coast Companies With Less Than $10M in Revenue (Top 10K),"9,605",954,"1,682",106,"The top 10,000 companies and startups in East Coast with less than $10m in revenue, by Crunchbase rank.",2022-09-15 11:11:00,"Active, Company, Location, Revenue Range",,,,,"East Coast, United States, North America",Regional Area,,,,,,,$1M to $10M,"34,025","9,628",2010-06-18,65,"8,961",1%,4%,464,2012-08-27,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Grant,&nbsp;Series B","26,291",2,"$223,681,816,866.0","$3,833,752.0","$184,412,871,060.0",2010-06-18,"$16,850,016,714.0","$55,000,000.0","$89,868,616,527.0","$345,300,000.0",13%,"1,265","2,825","$99,614,774,318.0","$140,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Family Investment Office","23,714","34,491",23,"9,895",8,"6,433",6,"1,051","$363,281,857,735.0","16,977","1,262","2,535","75,819.64",0.64,0.64,0.94
Health Care Companies With Fewer Than 1000 Employees (Top 10K),"9,890",968,651,107,"The top 10,000 companies and startups in the health care space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 12:05:00,"Active, Industry, Company, Employee Range",,,Health Care,Health Care,,,,,,,,,,"50,046","16,265",2012-06-04,41,"9,378",0%,11%,"1,274",2014-08-11,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Post-IPO Equity","35,665",3,"$531,625,903,724.0","$11,286,483.0","$459,817,812,552.0",2012-06-04,"$73,089,809,580.0","$80,000,000.0","$310,691,219,306.0","$400,823,375.0",10%,"1,043","2,199","$274,213,546,102.0","$232,666,666.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC","5,450","8,746",1,"3,029",2,"2,234",2,199,"$143,706,676,133.0","17,988",18,42,"39,798.06",0.72,0.72,1.07
Real Estate Companies (Top 10K),"9,726",985,103,108,"The top 10,000 companies and startups in the real estate space, by Crunchbase rank.",2022-09-15 12:14:00,"Active, Industry, Company",,,Real Estate,Real Estate,,,,,,,,,,"11,338","3,407",1997-03-11,54,"9,282",1%,7%,740,2005-11-12,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Debt Financing","8,300",1,"$245,073,053,972.0","$1,724,786.0","$128,701,067,052.0",1997-03-11,"$33,995,847,686.0","$173,200,000.0","$138,951,137,972.0","$1,150,000,000.0",9%,"1,028","3,481","$392,719,847,723.0","$464,973,979.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Family Investment Office,&nbsp;Corporate Venture Capital,&nbsp;Investment Bank","4,629","5,659",2,"1,906",2,"1,188",2,442,"$552,079,639,240.0","9,415",0,1,"214,207.13",1.04,1.04,1.64
"Venture Capital Investors with Investments in New York, New York","4,001","1,198",178,109,"Venture capital investors that made investments in companies headquartered in New York, New York.",2022-09-15 11:21:00,"Active, Investments in Location, Investor Type",,,,,"New York, New York, United States",City,,,,,,,,811,173,2008-08-16,5,546,0%,1%,65,2002-07-31,,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",519,1,"$11,871,220,633.0",,"$6,545,264,752.0",2008-08-16,"$22,018,803,497.0","$110,000,000.0","$144,225,574,218.0","$525,000,000.0",1%,31,"1,529","$30,920,826,557.0","$725,000,000.0","Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","176,639","254,528",22,"69,124",7,"42,499",5,"6,174","$1,547,431,161,748.0","5,541",8,15,"240,237.57",0.85,0.85,0.86
East Coast Companies With Fewer Than 50 Employees (Top 10K),"9,819",991,"1,894",109,"The top 10,000 companies and startups in East Coast with fewer than 50 employees, by Crunchbase rank.",2022-09-15 11:49:00,"Active, Company, Employee Range, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"39,021","10,442",2014-05-31,46,"8,975",0%,4%,417,2013-10-01,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Grant","27,586",2,"$166,405,599,162.0","$4,013,686.0","$139,775,511,246.0",2014-05-31,"$13,809,195,678.0","$58,149,000.0","$54,532,676,635.0","$293,600,000.0",9%,934,"1,308","$83,464,383,161.0","$85,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","18,899","26,900",32,"7,040",11,"4,604",8,746,"$187,867,406,807.0","17,971",8,12,"51,019.87",0.71,0.71,1.13
Western US Companies With Less Than $50M in Revenue (Top 10K),"9,959",994,"3,050",110,"The top 10,000 companies and startups in Western US with less than $50m in revenue, by Crunchbase rank.",2022-09-15 09:01:00,"Active, Company, Location, Revenue Range",,,,,"Western US, United States, North America",Regional Area,,,,,,,$10M to $50M,"64,205","16,290",2011-09-23,60,"9,491",1%,6%,655,2015-02-06,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Series C","36,869",3,"$547,514,455,997.0","$11,978,374.0","$466,021,690,597.0",2011-09-23,"$56,448,237,658.0","$85,260,000.0","$268,297,592,362.0","$490,000,000.0",18%,"1,846","2,747","$163,474,440,855.0","$170,000,000.0","Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","46,005","69,622",28,"17,811",12,"12,595",9,"1,299","$436,536,960,270.0","20,565",3,10,"38,685.2",0.76,0.76,1.06
Property Management Companies With Fewer Than 1000 Employees (Top 10K),"9,413",977,21,111,"The top 10,000 companies and startups in the property management space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 12:11:00,"Active, Industry, Company, Employee Range",,,Property Management,Real Estate,,,,,,,,,,"2,967",881,1994-11-23,123,"8,996",1%,3%,270,2006-05-13,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Debt Financing","2,178",2,"$36,448,782,730.0","$1,186,046.0","$26,914,326,788.0",1994-11-23,"$5,852,867,591.0","$446,000,000.0","$45,716,644,017.0","$2,848,000,000.0",2%,189,259,"$47,998,790,172.0","$188,699,636.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Micro VC,&nbsp;Family Investment Office,&nbsp;Corporate Venture Capital",397,473,1,134,1,56,2,40,"$10,901,981,442.0","3,345",0,0,"664,358.4",1.75,1.75,2.64
Health Care Companies With More Than 10 Employees (Top 10K),"9,854",943,637,112,"The top 10,000 companies and startups in the health care space with more than 10 employees, by Crunchbase rank.",2022-09-15 10:39:00,"Active, Industry, Company, Employee Range",,,Health Care,Health Care,,,,,,,,,,"45,097","15,055",2007-10-23,127,"9,335",1%,13%,"1,581",2012-07-31,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Post-IPO Equity","33,379",3,"$708,344,414,129.0","$12,696,176.0","$560,860,459,295.0",2007-10-23,"$119,328,307,681.0","$89,925,000.0","$524,720,063,844.0","$459,500,000.0",13%,"1,366","6,011","$705,733,770,619.0","$300,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Entrepreneurship Program","8,375","12,449",2,"4,615",2,"3,268",2,267,"$244,566,457,984.0","16,457",18,31,"49,325.03",0.68,0.68,1.03
Health Care Companies (Top 10K),"9,922",948,811,113,"The top 10,000 companies and startups in the health care space, by Crunchbase rank.",2022-09-15 12:56:00,"Active, Industry, Company",,,Health Care,Health Care,,,,,,,,,,"50,727","16,534",2010-08-24,70,"9,275",1%,12%,"1,458",2013-06-18,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Post-IPO Equity","35,492",3,"$726,015,093,599.0","$13,760,331.0","$577,099,471,738.0",2010-08-24,"$110,579,192,211.0","$87,250,000.0","$463,732,667,798.0","$448,280,000.0",10%,"1,117","4,635","$436,589,262,539.0","$295,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Entrepreneurship Program","6,969","10,585",2,"3,926",2,"2,575",2,182,"$134,363,046,805.0","17,741",46,91,"36,352.82",0.77,0.77,1.17
