Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Venture Capital Investors with Investments in New York,"4,370","1,192",205,131,Venture capital investors that made investments in companies headquartered in New York.,2022-09-15 10:51:00,"Active, Investments in Location, Investor Type",,,,,"New York, United States, North America",State/Region,,,,,,,,841,180,2008-05-17,8,603,0%,1%,69,2003-03-07,,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",543,1,12048672180.0,,6662525508.0,2008-05-17,22018803497.0,110000000.0,144225574218.0,525000000.0,1%,35,"1,628",30920826557.0,725000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","183,036","262,995",21,"71,436",7,"43,880",5,"6,440",1573439138793.0,"5,940",11,21,"250,918.41",0.84,0.84,0.85
Western US Companies With Fewer Than 100 Employees (Top 10K),"9,905",954,"3,106",131,"The top 10,000 companies and startups in Western US with fewer than 100 employees, by Crunchbase rank.",2022-09-15 09:20:00,"Active, Company, Employee Range, Location",,,,,"Western US, United States, North America",Regional Area,,,,,,,,"62,155","14,789",2014-10-18,41,"9,170",0%,3%,413,2015-08-03,0%,"Seed,&nbsp;Series A,&nbsp;Venture - Series Unknown,&nbsp;Series B,&nbsp;Pre-Seed","31,982",3,270609378219.0,9601507.0,237720611954.0,2014-10-18,22095421619.0,70000000.0,72877515926.0,343907970.0,11%,"1,194","1,426",74120865418.0,118000000.0,"Venture Capital,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital","32,452","47,988",46,"10,979",12,"8,283",9,954,268487667634.0,"20,417",0,3,"30,153.81",0.82,0.82,1.31
Property Management Companies With More Than 10 Employees (Top 10K),"9,904",988,21,132,"The top 10,000 companies and startups in the property management space with more than 10 employees, by Crunchbase rank.",2022-09-15 08:50:00,"Active, Industry, Company, Employee Range",,,Property Management,Real Estate,,,,,,,,,,"2,617",802,1990-10-11,153,"9,465",2%,4%,389,2005-08-30,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Private Equity","1,731",2,53337179841.0,3884151.0,38207290601.0,1990-10-11,9326761212.0,250000000.0,70962221879.0,2848000000.0,2%,196,648,73340934047.0,300000000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Micro VC,&nbsp;Syndicate",491,561,1,178,1,141,1,50,72282049250.0,"2,653",0,1,"801,599.09",1.68,1.68,2.6
Europe Companies With More Than 10 Employees (Top 10K),"9,854",997,"3,760",133,"The top 10,000 companies and startups in Europe with more than 10 employees, by Crunchbase rank.",2022-09-15 11:44:00,"Active, Company, Employee Range, Location",,,,,Europe,Continent,,,,,,,,"48,950","17,200",2010-03-05,34,"9,346",0%,7%,915,2012-05-23,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","32,589",3,887362645270.0,10879875.0,590645050329.0,2010-03-05,57352518839.0,83964817.0,508091269968.0,465200608.0,12%,"1,401","9,249",349546759505.0,169061094.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Accelerator,&nbsp;Micro VC","20,201","27,846",3,"9,864",3,"3,754",3,622,533899571279.0,"20,441",11,18,"31,098.28",0.82,0.82,1.11
Venture Capital Investors with Investments in New England,"3,300","1,073",65,133,Venture capital investors that made investments in companies headquartered in New England.,2022-09-15 10:29:00,"Active, Investments in Location, Investor Type",,,,,"New England, United States, North America",Regional Area,,,,,,,,584,135,2005-08-01,5,426,0%,2%,71,2002-05-06,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",441,1,17341136076.0,200000.0,10937146812.0,2005-08-01,28266907019.0,137853388.0,138292783635.0,781250000.0,1%,27,"1,516",25834512277.0,3600000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","162,592","237,458",26,"65,292",7,"42,229",5,"5,760",1414569856347.0,"4,416",9,18,"265,330.39",0.83,0.83,0.86
Venture Capital Investors with Investments in Silicon Valley,"4,134",927,158,134,Venture capital investors that made investments in companies headquartered in Silicon Valley.,2022-09-15 12:20:00,"Active, Investments in Location, Investor Type",,,,,"Silicon Valley, California, United States",Regional Area,,,,,,,,780,174,2006-07-02,4,535,0%,2%,97,2003-05-23,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",535,1,28338865516.0,,9736637716.0,2006-07-02,28612507310.0,145000000.0,188168076355.0,458996448.0,1%,31,"1,346",10362260898.0,1813487536.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","182,817","263,956",23,"71,429",7,"45,808",5,"6,505",1517992528035.0,"5,381",7,11,"272,133.7",0.85,0.85,0.85
Real Estate Companies With Fewer Than 100 Employees (Top 10K),"9,941",960,91,134,"The top 10,000 companies and startups in the real estate space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 10:41:00,"Active, Industry, Company, Employee Range",,,Real Estate,Real Estate,,,,,,,,,,"7,947","2,311",2003-12-22,74,"9,475",1%,3%,344,2006-12-29,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Debt Financing","6,370",1,56378005913.0,953312.0,30020440536.0,2003-12-22,4677381862.0,71810213.0,2955559817.0,133397974.0,6%,588,590,91517556590.0,108000000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Family Investment Office,&nbsp;Accelerator","2,214","2,767",2,716,2,403,2,161,25899099880.0,"8,239",0,0,"347,827.23",1.28,1.28,1.93
Venture Capital Investors with Investments in Southern US,"4,852","1,395",253,135,Venture capital investors that made investments in companies headquartered in Southern US.,2022-09-15 12:29:00,"Active, Investments in Location, Investor Type",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,740,178,2007-03-17,14,625,0%,2%,86,2002-03-12,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",562,1,31591526286.0,120000.0,11473093360.0,2007-03-17,25628988613.0,136000000.0,26839130735.0,541998224.0,1%,31,"1,986",23444798103.0,2310285826.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","182,032","261,739",17,"71,016",6,"45,010",4,"6,638",1586665071365.0,"6,069",13,21,"293,477.32",0.83,0.83,0.87
Real Estate Companies With Less Than $10M in Revenue (Top 10K),"9,890",967,48,135,"The top 10,000 companies and startups in the real estate space with less than $10m in revenue, by Crunchbase rank.",2022-09-15 10:51:00,"Active, Industry, Company, Revenue Range",,,Real Estate,Real Estate,,,,,,,,,$1M to $10M,"4,616","1,270",1997-12-12,113,"9,512",1%,1%,99,2008-03-25,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Series B","3,430",2,34752514893.0,1239974.0,23226473480.0,1997-12-12,126540029.0,9531834.0,174547128.0,87273564.0,3%,305,470,14952704949.0,85000000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Family Investment Office,&nbsp;Micro VC,&nbsp;Corporate Venture Capital","1,202","1,555",2,449,2,294,4,131,125060752029.0,"4,774",1,2,"547,298.39",1.64,1.64,2.43
Companies With Fewer Than 10 Employees (Top 10K),"9,719",959,"7,252",136,"The top 10,000 companies and startups with fewer than 10 employees, by Crunchbase rank.",2022-09-15 10:20:00,"Active, Company, Employee Range",,,,,,,,,,,,,,"47,203","11,964",2016-11-07,35,"8,588",0%,3%,303,2015-03-27,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Grant","25,036",2,155933056889.0,3414144.0,118884385336.0,2016-11-07,9378333549.0,27208882.0,22664951786.0,154245000.0,5%,484,749,27416384408.0,77250000.0,"Venture Capital,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Incubator","22,528","29,463",27,"6,005",8,"3,648",4,647,83003177034.0,"17,976",139,306,"35,209.31",0.95,0.95,1.64
Industrial Companies With Fewer Than 100 Employees (Top 10K),"9,211",984,25,137,"The top 10,000 companies and startups in the industrial space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 09:34:00,"Active, Industry, Company, Employee Range",,,Industrial,Manufacturing,,,,,,,,,,"3,274","1,175",1985-04-29,26,"8,920",0%,3%,319,2008-01-29,0%,"Grant,&nbsp;Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Post-IPO Equity","3,107",1,19302991147.0,1224755.0,17049647271.0,1985-04-29,3117922742.0,79129541.0,2629464837.0,151532718.0,4%,415,428,108101742028.0,105188381.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Incubator,&nbsp;Investment Bank,&nbsp;Micro VC",489,654,2,202,4,104,2,45,6794792410.0,"2,615",0,1,"609,614.24",1.7,1.7,2.62
Northeastern US Companies With More Than 10 Employees (Top 10K),"9,559",936,"1,579",138,"The top 10,000 companies and startups in Northeastern US with more than 10 employees, by Crunchbase rank.",2022-09-15 12:30:00,"Active, Company, Employee Range, Location",,,,,"Northeastern US, United States, North America",Regional Area,,,,,,,,"45,209","12,922",2003-12-28,126,"8,813",1%,10%,"1,188",2008-11-30,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Grant","28,643",3,749287060312.0,10707423.0,556108161803.0,2003-12-28,139625310378.0,115333333.0,666274095492.0,582191255.0,18%,"1,994","11,815",856079244719.0,352500000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Hedge Fund","29,259","41,339",5,"14,109",4,"9,437",3,"1,318",1639568240341.0,"16,817","1,320","2,698","55,155.08",0.76,0.76,1.2
Property Management Companies With Fewer Than 50 Employees (Top 10K),"9,629",975,20,139,"The top 10,000 companies and startups in the property management space with fewer than 50 employees, by Crunchbase rank.",2022-09-15 12:21:00,"Active, Industry, Company, Employee Range",,,Property Management,Real Estate,,,,,,,,,,"1,702",500,1997-09-30,89,"9,304",1%,1%,136,2007-10-10,0%,"Seed,&nbsp;Pre-Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing","1,467",1,7199983000.0,586089.0,5552418162.0,1997-09-30,737067591.0,123950000.0,168644017.0,168644017.0,1%,93,76,14786769742.0,49023344.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Micro VC,&nbsp;Family Investment Office,&nbsp;Corporate Venture Capital",322,389,2,106,2,47,2,19,733902086.0,"2,849",0,0,"878,351.17",1.84,1.84,2.64
Europe Web Apps Companies,"2,837",448,4,140,Companies and startups in Europe in the web apps space.,2022-09-15 12:29:00,"Active, Industry, Company, Location",,,Web Apps,"Apps, Software",Europe,Continent,,,,,,,,370,97,2008-05-31,7,"2,727",0%,0%,2,2017-01-25,,"Seed,&nbsp;Pre-Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Venture - Series Unknown",284,1,418174495.0,198612.0,410345852.0,2008-05-31,,,,,1%,42,15,156518766.0,20450000.0,"Accelerator,&nbsp;Incubator,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Venture Capital",37,37,1,34,1,0,,0,,860,0,0,"1,038,326.19",1.86,1.86,1.84
Health Care Companies With Fewer Than 100 Employees (Top 10K),"9,951",981,457,141,"The top 10,000 companies and startups in the health care space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 10:58:00,"Active, Industry, Company, Employee Range",,,Health Care,Health Care,,,,,,,,,,"41,686","13,510",2013-06-23,20,"9,403",0%,7%,908,2014-08-03,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Grant","32,493",3,268036710509.0,6198526.0,240291131442.0,2013-06-23,30958986829.0,60000000.0,104682702543.0,315000000.0,8%,853,"1,139",97577611194.0,144000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","4,647","7,399",2,"2,396",4,"1,796",5,184,117242026971.0,"17,839",16,40,"50,475.94",0.65,0.65,0.91
Manufacturing Companies With More Than 100 Employees (Top 10K),"9,540",984,61,142,"The top 10,000 companies and startups in the manufacturing space with more than 100 employees, by Crunchbase rank.",2022-09-15 12:28:00,"Active, Industry, Company, Employee Range",,,Manufacturing,Manufacturing,,,,,,,,,,"7,495","2,756",1970-06-29,7,"9,310",0%,19%,"2,077",2002-09-09,2%,"Private Equity,&nbsp;Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Grant,&nbsp;Debt Financing","5,779",1,494282901833.0,7475789.0,239873979815.0,1970-06-29,99916176296.0,136000000.0,349777412388.0,1010500000.0,23%,"2,877","11,633",1530996488176.0,545733333.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Accelerator","2,996","3,483",2,"1,278",1,731,1,20,4016397094.0,"6,088",3,5,"190,969.35",0.92,0.92,1.71
Southern US Companies With More Than $10M in Revenue (Top 10K),"9,680",978,812,143,"The top 10,000 companies and startups in Southern US with more than $10m in revenue, by Crunchbase rank.",2022-09-15 09:11:00,"Active, Company, Location, Revenue Range",,,,,"Southern US, United States, North America",Regional Area,,,,,,,$10M to $50M,"6,923","2,651",1985-11-30,283,"9,070",3%,7%,804,2004-08-16,1%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant,&nbsp;Post-IPO Equity","6,876",1,306769008004.0,8774907.0,172631123767.0,1985-11-30,111495055835.0,124225000.0,285089610575.0,732055000.0,17%,"2,026","9,055",981039309696.0,601500000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Government Office,&nbsp;Accelerator","6,764","8,936",2,"3,111",1,"2,067",1,261,405146099197.0,"7,429",11,16,"210,580.85",1.04,1.04,1.86
Private Northeastern US Companies (Top 10K),"9,975",991,"1,812",144,"The top 10,000 private companies and startups in Northeastern US, by Crunchbase rank.",2022-09-15 12:13:00,"Active, Company, Location",,,,,"Northeastern US, United States, North America",Regional Area,,,,,,,,"50,156","13,572",2011-04-03,84,"8,988",1%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","30,161",2,382033748907.0,6856769.0,318315982503.0,2011-04-03,,,,,13%,"1,447","4,329",143782514976.0,200000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Hedge Fund","27,719","39,135",13,"11,921",8,"7,455",6,"1,159",919514448683.0,"18,560","3,546","7,766","44,556.31",0.78,0.78,1.23
Northeastern US Companies (Top 10K),"9,963","1,009","1,862",145,"The top 10,000 companies and startups in Northeastern US, by Crunchbase rank.",2022-09-15 12:27:00,"Active, Company, Location",,,,,"Northeastern US, United States, North America",Regional Area,,,,,,,,"53,692","14,731",2009-09-09,72,"9,085",1%,9%,"1,022",2011-01-17,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","32,517",3,773568105136.0,9643454.0,573760293220.0,2009-09-09,115784581311.0,108100000.0,588832034604.0,582331882.0,14%,"1,526","8,182",497719825908.0,295100000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Accelerator","28,529","39,668",6,"12,576",6,"8,015",4,"1,144",1224577488660.0,"18,634","3,544","7,767","38,328.38",0.8,0.8,1.26
West Coast Companies With More Than $1M in Revenue (Top 10K),"9,814",989,"2,609",146,"The top 10,000 companies and startups in West Coast with more than $1m in revenue, by Crunchbase rank.",2022-09-15 11:02:00,"Active, Company, Location, Revenue Range",,,,,"West Coast, United States, North America",Regional Area,,,,,,,$1M to $10M,"61,818","16,056",2009-02-21,88,"9,231",1%,8%,970,2012-07-01,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Series C","34,717",3,1086640416648.0,13169767.0,691480715994.0,2009-02-21,205282953898.0,131979166.0,1546551005111.0,900116058.0,19%,"2,102","9,474",1019201166507.0,307282856.0,"Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","58,370","87,553",9,"23,170",7,"17,516",6,"1,780",839016981354.0,"19,914",28,50,"47,992.96",0.76,0.76,1.07
Property Management Companies With Less Than $10M in Revenue (Top 10K),"9,307",971,9,147,"The top 10,000 companies and startups in the property management space with less than $10m in revenue, by Crunchbase rank.",2022-09-15 11:37:00,"Active, Industry, Company, Revenue Range",,,Property Management,Real Estate,,,,,,,,,$1M to $10M,"1,218",322,1994-07-11,73,"9,073",1%,1%,79,2006-06-16,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Pre-Seed",863,2,8416697433.0,1121559.0,6776894350.0,1994-07-11,83827541.0,41913770.0,,,1%,63,72,8400839755.0,135000000.0,"Private Equity Firm,&nbsp;Micro VC,&nbsp;Venture Capital,&nbsp;Family Investment Office",111,127,1,25,1,27,4,19,1251441244.0,"1,754",0,0,"1,026,212.82",1.84,1.84,2.62
Midwestern US Companies With Fewer Than 100 Employees (Top 10K),"9,784",982,455,148,"The top 10,000 companies and startups in Midwestern US with fewer than 100 employees, by Crunchbase rank.",2022-09-15 09:12:00,"Active, Company, Employee Range, Location",,,,,"Midwestern US, United States, North America",Regional Area,,,,,,,,"12,718","4,638",2004-04-06,170,"8,801",2%,1%,178,2009-08-28,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Series A,&nbsp;Debt Financing","13,267",2,51961740893.0,1086519.0,40620651811.0,2004-04-06,6942662965.0,40000000.0,14108788360.0,178000000.0,13%,"1,371","1,414",77306496709.0,115000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","8,888","12,320",13,"3,778",7,"1,980",4,524,65037427206.0,"11,282",9,16,"168,438.32",0.84,0.84,1.4
Venture Capital Investors with Investments in Greater Los Angeles Area,"3,212",547,85,149,Venture capital investors that made investments in companies headquartered in Greater Los Angeles Area.,2022-09-15 10:41:00,"Active, Investments in Location, Investor Type",,,,,"Greater Los Angeles Area, California, United States",Regional Area,,,,,,,,707,150,2008-07-05,3,440,0%,1%,50,2003-09-01,,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",471,1,20181936634.0,,4380496785.0,2008-07-05,20393061634.0,126908217.0,135807806874.0,525000000.0,1%,19,"1,453",4425000000.0,725000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","159,270","230,789",25,"61,487",7,"38,826",5,"5,509",1463068932754.0,"4,597",4,9,"235,959.64",0.81,0.81,0.91
Europe Companies (Top 10K),"9,867",989,"4,517",149,"The top 10,000 companies and startups in Europe, by Crunchbase rank.",2022-09-15 12:30:00,"Active, Company, Location",,,,,Europe,Continent,,,,,,,,"51,889","17,579",2011-03-19,32,"9,202",0%,7%,874,2012-08-31,1%,"Seed,&nbsp;Series A,&nbsp;Venture - Series Unknown,&nbsp;Series B,&nbsp;Debt Financing","32,253",3,899006270015.0,10815452.0,593457322264.0,2011-03-19,57192660268.0,89250000.0,506790586782.0,503520555.0,11%,"1,203","8,177",320315051479.0,201568184.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank,&nbsp;Micro VC","19,975","27,059",3,"9,108",3,"3,283",3,547,401521247540.0,"20,602",131,276,"27,023.23",0.94,0.94,1.34
Venture Capital Investors with Investments in Greater Boston Area,"2,955","1,171",54,150,Venture capital investors that made investments in companies headquartered in Greater Boston Area.,2022-09-15 10:38:00,"Active, Investments in Location, Investor Type",,,,,"Greater Boston Area, United States, North America",Regional Area,,,,,,,,568,128,2005-04-21,4,384,0%,2%,64,2001-07-18,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",419,1,17089346916.0,250000.0,10688207652.0,2005-04-21,28136200243.0,145000000.0,28157107496.0,625000000.0,1%,25,"1,167",25834512277.0,3600000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","155,990","228,664",28,"62,807",8,"41,054",6,"5,469",1338433269760.0,"4,069",6,12,"252,614.61",0.84,0.84,0.89
Private Europe Companies (Top 10K),"9,810",956,"4,401",150,"The top 10,000 private companies and startups in Europe, by Crunchbase rank.",2022-09-15 09:12:00,"Active, Company, Location",,,,,Europe,Continent,,,,,,,,"51,084","17,176",2013-04-09,36,"9,098",0%,,0,,,"Seed,&nbsp;Series A,&nbsp;Venture - Series Unknown,&nbsp;Series B,&nbsp;Debt Financing","31,446",3,559696153681.0,8801427.0,402269783968.0,2013-04-09,,,,,10%,"1,147","3,528",152232260562.0,159955200.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Incubator","17,634","24,267",3,"8,100",4,"2,452",4,515,285836085412.0,"20,749",130,275,"29,200.48",0.9,0.9,1.31
